
Compress access.log with bzip2,bzip2 access.log
Use bzip2 on test.py,bzip2 < test.py > test.py.bz2
Use bzip2 to compress music.wav,bzip2 -c music.wav > music.wav.bz2
Compress vm_state.dmp using bzip2,bzip2 vm_state.dmp
Apply bzip2 to linux.img,gzip -c linux.img > linux.img.bz2
Compress the telemetry.csv file with bzip2,sh
bzip2 telemetry.csv
Apply bzip2 to the spreadsheet.xls file,bzip2 spreadsheet.xls
Use bzip2 to shrink setup.cfg,bzip2 < setup.cfg > setup.cfg.bz2
Use gzip to compress data.csv,gzip data.csv
Compress the presentation.ppt file,zip presentation.zip presentation.ppt
Compress download.tar using gzip,gzip download.tar
Compress api_response.json using gzip,gzip -c api_response.json > api_response.json.gz
Gzip pdf_document.pdf,gzip pdf_document.pdf
Compress the changelog file,tar -czvf changelog.tar.gz changelog.txt
Use gzip for file data.out,gzip data.out
Gzip python_code.py,gzip python_code.py
Use gzip to shrink translation.txt,gzip -9 translation.txt
Gzip info.txt,gzip info.txt
Zip all text files into texts.zip,zip -r texts.zip *.txt
Compress the scripts folder recursively to scripts.zip,zip -r scripts zip folder path to scripts.zip
Compress everything in /home/user/docs into docs.zip,zip -r docs.zip /home/user/docs
Zip all XML files in current folder,zip -r xml_files.zip *.xml
Zip the images and thumbnails folders together,zip -r images_thumbnails.zip images thumbnails
Zip all dat files in current directory,zip -r my_dats.zip *.dat
Zip test results and analysis,tar -czvf test_results.zip test/* analysis/*
Zip up project source and docs folders,zip -r project_source_and_docs.zip project_source/ docs/
Zip scripts and results directories,zip -r archive.zip scripts results
Show info about /dev/sdd1,lsblk -o NAME,SIZE,FSTYPE,MOUNTPOINT,LABEL /dev/sdd1
Print block info of USB drive /dev/sdc1,sh
lsblk -o NAME,SIZE,MOUNTPOINT /dev/sdc1
View details of root partition /dev/sda3,lsblk -o NAME,FSTYPE,LABEL,MOUNTPOINT UUID SIZE | grep sda3
List fs type and UUID of USB at /dev/sdi2,lsblk -no FSTYPE,UUID /dev/sdi2
Display UUID and fs type of /dev/sdg4,blkid /dev/sdg4 | awk '{print $1 " " $2}'
See filesystem on /dev/sdf5,lsblk -o NAME,SIZE,FSTYPE LABEL UUID /dev/sdf5
Scan partition UUIDs,blkid -o value -s UUID
See label and type of /dev/sde7,lsblk -o NAME,LABEL,FSTYPE /dev/sde7
Get blkid details of /dev/sdd8,blkid /dev/sdd8
Create a 1GB file with zeros,dd if=/dev/zero of=outputfile bs=1G count=1
Read from device without output,cat /dev/ttyS0 &> /dev/null
Fill disk with data until full,dd if=/dev/zero of=output.img bs=1M count=$(($(df -BM / | awk 'NR==2{print $4}' | sed 's/M//')/1024))
Skip 100MB of input file,dd if=/path/to/inputfile of=/dev/null bs=1M skip=100
Clone /dev/sdb to image file,dd if=/dev/sdb of=sdb.img bs=4M
Dump memory to file,dd if=/dev/dump of=memory_dump.bin bs=1M
Copy partition image to USB,dd if=/path/to/source.img of=/dev/sdX bs=4M status=progress && sync
View the partition table of /dev/nvme0n1,sudo fdisk -l /dev/nvme0n1
Open fdisk for USB drive /dev/sdf,sudo fdisk /dev/sdf
Check partition scheme of /dev/mmcblk0p1,sudo file -s /dev/mmcblk0p1
Access disk partition interface for /dev/sdl,sudo fdisk -l /dev/sdl
Show partition layout for /dev/sdp,sudo fdisk -l /dev/sdp
Use fdisk to view SSD partition table,fdisk -l | grep "Disk /dev/sd"
Run fdisk on SATA drive,fdisk /dev/sdX
Display layout of mmc device,mmc dev; mmc list
Open fdisk to manage partitions on new disk,sudo fdisk /dev/sdX
Create an xfs file system on /dev/sdc1,mkfs.xfs /dev/sdc1
Initialize a FAT file system on /dev/sda2,mkfs.vfat /dev/sda2
Format sd card at /dev/mmcblk0p1 as FAT32,sudo mkfs.vfat /dev/mmcblk0p1 -n MY_FAT32_FS
Format partition 3 on ssd to xfs,sudo mkfs.xfs /dev/sda3
Create ext4 file system on disk /dev/sdg4,mkfs.ext4 /dev/sdg4
Make ext2 file system on /dev/sdf5,/sbin/mkfs.ext2 /dev/sdf5
Create linux file system ext2 on /dev/sdf6,mkfs.ext2 /dev/sdf6
Make file system of type ext3 for /dev/sde7,mkfs.ext3 /dev/sde7
Mount the USB drive located at /dev/sdb1 to the /media/usb directory,sudo mount /dev/sdb1 /media/usb
Mount tmpfs of size 1G on /mnt/tmp,mount -t tmpfs -o size=1G none /mnt/tmp
Mount device with label BACKUP to /backup,mount - LABEL=BACKUP /backup
Mount shared folder with username and password,You can use
Mount ISO with offset,mount -o loop,offset=$((2048*512)) /path/to/image.iso /mnt/cdrom
Mount USB at /media/usb automatically,sudo mount -t auto /dev/sdb1 /media/usb
Mount encrypted disk with luksOpen and mount,sudo cryptsetup luksOpen /dev/sdXn my_encrypted_volume && sudo mount /dev/mapper/my_encrypted_volume /mnt
Start parted on disk /dev/sda,parted /dev/sda
Create a fat32 partition from 0% to 100% on /dev/sdf,sudo fdisk -w always -u /dev/sdf <<EOF
n
p
1


t
c
w
EOF
Enable lvm flag on /dev/sdf1,pvcreate /dev/sdf1 && vgextend <existing_volume_group> /dev/sdf1
Make a 512MB partition on /dev/sdc,fdisk /dev/sdc <<EOF
n
p
2


+512M
w
EOF
Print full partition info of disk /dev/sde,df -hT /dev/sde
Format drive with new GPT and print layout,sudo parted /dev/sdX mklabel gpt && sudo parted /dev/sdX print
Create msdos label and add 5GB partition on /dev/sdv,parted /dev/sdv --script mklabel msdos unit GB mkpart primary ext4 0 5
Launch parted for managing disk layout,parted
Unmount the external hard drive from /mnt/usbdrive,sudo umount /mnt/usbdrive
Unmount Btrfs volume from /mnt/btrfs,sudo umount /mnt/btrfs
Unmount debugfs at /sys/kernel/debug,umount /sys/kernel/debug
Unmount using the device path,To unmount using the device path in Linux, you can use the
Unmount drive with user ID set,sudo findmnt -o source -n -t <type> | xargs umount --user=<uid>
Unmount folder used for recovery,sudo umount /path/to/recovery/folder
Unmount large disk,umount /dev/sdX1
Unmount system logs partition,sudo umount /var/log
Change to a directory with spaces in its name called 'My Files',cd "My\ Files"
Go to your home directory,cd ~
Go to the /var/log directory,cd /var/log
Change to the /dev directory,cd /dev
Change to the /lib64 directory,cd /lib64
Change to the /usr/games directory,cd /usr/games
Change to a directory called 'scripts' in the current directory,cd scripts
Change to the directory /etc/pam.d,cd /etc/pam.d
Change to the /var/run directory,cd /var/run
Change to the /var/log/journal directory,cd /var/log/journal
Change to the /var/log/pm-powersave directory,cd /var/log/pm-powersave
Change to the /var/log/xrdp directory,cd /var/log/xrdp; ls -l
Change to the /var/log/alternatives.log directory,cd /var/log/alternatives.log
Change to the /var/log/kern.log directory,cd /var/log && cp kern.log /path/to/destination
Change to the /var/log/user.log directory,cd /var/log && cp user.log .
Change to the directory pointed to by the symbolic link 'mylink' and follow the link,cd "$(readlink -f mylink)"
Change to the directory /usr/local/var,cd /usr/local/var
Change to the directory /usr/share/backgrounds,cd /usr/share/backgrounds
Change to the directory /usr/share/gnome,cd /usr/share/gnome
Change to the directory /usr/share/lintian,cd /usr/share/lintian
Copy 'data.csv' to /var/log and rename it to 'backup.csv',cp data.csv /var/log/ && mv /var/log/data.csv /var/log/backup.csv
Copy the entire 'Documents' folder to /mnt/usb,cp -r Documents /mnt/usb
Copy a file 'data.json' to /srv/www and keep permissions,cp --preserve=data.json /path/to/source/data.json /srv/www/
Copy a directory 'music' to /mnt/usb and preserve everything,cp -r music /mnt/usb
Copy a file 'mail.txt' to /var/mail,cp mail.txt /var/mail/
Copy a file 'kern.log' to /var/log,cp kern.log /var/log/
Copy a file 'aptitude.log' to /var/log/aptitude,cp aptitude.log /var/log/aptitude
Copy a file 'yum.log' to /var/log,cp yum.log /var/log/
Copy a file 'history.log' to /var/log/apt,sh
cp history.log /var/log/apt/
Copy a file 'mail.err' to /var/log,cp mail.err /var/log/
Copy a file 'Xorg.failsafe.log' to /var/log,cp Xorg.failsafe.log /var/log
Recursively copy the /usr/local directory to /backup/usr-local,sh
rsync -av --progress /usr/local/ /backup/usr-local
Copy all files in the current directory to /tmp and prompt before overwrite,cp -i * /tmp/
Copy all files in the current directory to /tmp and keep all attributes,cp --preserve=all * /tmp/
Copy all files in the current directory to /tmp and keep everything and keep links,cp -R * /tmp/
Copy all files in the current directory to /tmp and keep everything and keep ownership,cp -a . /tmp/
Copy all files in the current directory to /tmp and keep everything and prompt before overwrite,cp -i * /tmp/
Copy all files in the current directory to /tmp and keep everything and keep everything,cp * /tmp/
Find the hosts file in /etc,cat /etc/hosts | awk 'NR==1' > hosts.txt
Find files in /backup accessed more than 2 hours ago,find /backup -type f -mmin +120
Find files in /srv smaller than 10MB,find /srv -type f -size -10M
Find files in /srv not owned by root,find /srv ! -user root
Find files in /srv not having permission 777,find /srv ! -perm 777 -ls
Find .log files in /srv larger than 10MB,find /srv -type f -name "*.log" -size +10M
Compress all files in /srv using gzip,gzip -r /srv/*
Print all files in /srv and sort the list,ls -1 /srv | sort
Find .conf files in /srv up to 4 levels deep,find /srv -maxdepth 4 -name "*.conf"
Find all character devices in /srv,find /srv -type c
Copy all .conf files in /srv to /backup,cp /srv/*.conf /backup/
Find files in /srv, do not descend into other filesystems,find /srv -maxdepth 1
Find all files containing 'config' in the path in /srv using regex,find /srv -type f -regex '.*config.*'
Find all files in /srv but skip logs directories,find /srv -type f ! -path "*/logs/*"
Concatenate and display all files in /srv,cat /srv/*
List all files in /etc,ls /etc | tr '\n' ' '
Add type indicators (like / for directories) to the file list,ls -lF | awk '{print $1, $NF}'
List all .conf files in the /etc directory,ls -1 /etc/*.conf
Show the inode number and add type indicators for all files,ls -i1 --classify
Recursively list the contents of the parent directory,ls -R ..
Show me a detailed list sorted by extension,find . -type f | sed 's/.*\.//' | sort | uniq -c | sort -nr
Show me the contents of ~, but without any color,cat - | less -R
List all PNG and JPG files,find . \( -iname "*.png" -o -iname "*.jpg" \)
What are the hidden files in the root directory?,ls -la / | grep '^d'
Display a detailed, recursive list sorted by time,ls -ltR --time=birth
Show me the files in /bin, sorted by access time,ls -lt --time=atime /bin | head -n 10
What are the contents of the current directory, with numeric IDs and type indicators?,ls -lgo --time-style="+%Y-%m-%d %H:%M" --directory-suffix="" --file-type --color=auto | awk '{print $1, $3, $9}'
List all files in the current directory and parent directory,ls -la ..
List all files with details, sorted by modification time, but show access time instead,ls --time-style="+%Y-%m-%d %H:%M" -lt --sort=timeaccess --time=access
Make a directory called 'work' in /tmp,mkdir -p /tmp/work
Create a directory called '2025' inside /srv/www,mkdir -p /srv/www/2025
Create a directory called 'logs' inside /var/log,mkdir -p /var/log/logs
Create a directory called 'public_html' in your home,mkdir ~/public_html
Create a directory called 'monthly' in /var/log/backup,mkdir -p /var/log/backup/monthly
Create a directory called 'backup' in /home/bob,mkdir -p /home/bob/backup
Create a directory called 'temp' in /home/bob,mkdir -p /home/bob/temp
Create a directory called 'test_data' in your home,mkdir ~/test_data
Create a directory called 'src' in your home,mkdir ~/src
Create a directory called 'info' in your home,mkdir ~/info
Create a directory called 'mime' in your home,mkdir ~/mime
Create a directory called 'Asia' in your home,mkdir ~/Asia
Move 'image.jpg' from the current directory to /tmp,mv image.jpg /tmp
Move a directory called 'projects' to /backup,mv projects /backup/
Move all .jpg files from Pictures to Desktop,mv ~/Pictures/*.jpg ~/Desktop/
Rename 'index.html' to 'index_backup.html' in /var/www/html,mv /var/www/html/index.html /var/www/html/index_backup.html
Move all files in /var/spool/cron to /backup/cron,mv /var/spool/cron/* /backup/cron/
Move all files in /var/log/journal to /backup/journal,mv /var/log/journal/* /backup/journal/
Move all files in /var/log/pm-powersave to /backup/pm-powersave,mv /var/log/pm-powersave/* /backup/pm-powersave/
Move all files in /var/log/xrdp to /backup/xrdp,mv /var/log/xrdp/* /backup/xrdp/
Move all files in /var/log/alternatives.log to /backup/alternatives,mv /var/log/alternatives.log /backup/alternatives/
Move all files in /var/log/lightdm to /backup/lightdm,mv /var/log/lightdm/* /backup/lightdm/
Move all files in /var/log/Xorg.1.log to /backup/xorg1,mv /var/log/Xorg.1.log /backup/xorg1/
Recursively move the entire /etc directory to /backup/etc,mv /etc /backup/
Move all files in the current directory to /tmp and prompt before overwrite,mv --interactive * /tmp/
Move all files in the current directory to /tmp and do not overwrite existing files,cp --no-clobber * /tmp/
Move all files in the current directory to /tmp and show progress,mv * /tmp && du -sh /tmp/*
Move all files in the current directory to /tmp and keep everything,mv * .[^.]* /tmp/
Check the version of the `pwd` binary on your system.,pwd --version
Use `type -a pwd` to find all locations of the `pwd` executable.,type -a pwd
Print the previous working directory.,pwd -P && cd "$OLDPWD" && pwd -P
Combine pwd with an error message if a directory does not exist.,[ -d "$1" ] && echo "$(pwd)/$1 exists" || echo "Directory $(pwd)/$1 does not exist"
Delete a directory called 'oldfolder' and all its contents recursively,rm -rf oldfolder
Remove all .jpg files in the Pictures folder,find ~/Pictures *.jpg -type f -delete
Remove a file called 'test.log' in the parent directory,rm ../test.log
Delete a file called 'logfile' in /var/log,sudo rm /var/log/logfile
Delete a file called 'syslog' in /var/log,rm /var/log/syslog
Delete a file called 'sa.log' in /var/log/sa,rm /var/log/sa/sa.log
Delete a file called 'wtmp' in /var/log,rm /var/log/wtmp
Delete a file called 'btmp' in /var/log,sudo rm /var/log/btmp
Delete a file called 'kern.log' in /var/log,rm /var/log/kern.log
Delete a file called 'Xorg.0.log' in /var/log,rm /var/log/Xorg.0.log
Remove all files in the /media directory,rm -rf /media/*
Remove an empty directory named 'photos' in the Pictures folder,rm -d ~/Pictures/photos
Delete an empty directory called 'build' in the current directory,rm -rf build
Delete an empty directory called 'notes' in your home directory,rm -d ~/notes
Delete an empty directory called 'backup' inside /etc/ssl,rm -r /etc/ssl/backup
Delete an empty directory called 'jobs' in /var/spool/cron,rm -rf /var/spool/cron/jobs
Create a file called 'config.yaml' in /etc,sudo touch /etc/config.yaml
Create a file called 'access.log' in /var/log,touch /var/log/access.log
Create a file called 'samba.log' in /var/log/samba,sudo touch /var/log/samba/samba.log
Create a file called 'mail.err' in /var/log,touch /var/log/mail.err
Create a file called 'test' in /home/alice,nano /home/alice/test
Create a file called 'logs' in your home,touch ~/logs
Create a file called 'bin' in your home,touch ~/bin
Create a file called 'doc' in your home,touch ~/doc
Create a file called 'pixmaps' in your home,touch ~/pixmaps
Create a file called 'locale-langpack' in your home,touch ~/locale-langpack
Create a file called 'ref.txt' and set its timestamp to match 'source.txt',touch ref.txt && cp --preserve=timestamps source.txt ref.txt
Create a file called 'log.txt' and set its timestamp to 6:30 PM today,touch -t $(date -d "today 18:30" +%Y%m%d%H%M.%S) log.txt
Create a file called 'file.txt' and set its timestamp to 00:00 on Jan 1, 2025,touch -t 2025-01-01\ 00:00 file.txt
Create a file called 'no_create.txt' only if it exists,touch "no_create.txt" > /dev/null 2>&1
Create a file called 'ref.txt' and set its timestamp to match 'source.txt',touch -r source.txt ref.txt
Create a file called 'past.txt' and set its timestamp to last month,touch -t $(date -d "last month" +%Y%m%d%H%M.%S) past.txt
Create a file called 'future.txt' and set its timestamp to next month,touch -t $(date -d "next month" +"%Y%m%d%H%M.%S") future.txt
Make support the group owner of logs folder,sudo chgrp -R support logs && sudo chmod -R g+rw logs
Change backend team group for api.js,chgrp -R <new-group> ./api.js
Assign cloud group to compute.tf,Assign cloud group "cloud_group" to file "compute.tf":
Set sales group to forecast.csv,cp /path/to/sales_group /path/to/forecast.csv
Assign alumni group to memories.jpg,cp alumni_group memories.jpg
Change developers group to script.sh,chmod g+rx script.sh
Set hr group for attendance.csv,chown :hr attendance.csv
Make data group for analytics.csv,mkdir -p analytics/data_group && cp analytics.csv analytics/data_group/
Assign scheduling group to calendar.xlsx,mv calendar.xlsx /path/to/scheduling/group/-calendar.xlsx; chmod 755 /path/to/scheduling/group/_calendar.xlsx
Change translators group to language.txt,To change a file's ownership to a specific user or group, you can use the
Remove write permission from file.txt,chmod go-w file.txt
Make image.jpg readable and writable only by owner,chmod 600 image.jpg
Set file.txt to 444,chmod 644 file.txt
Remove read access from user,chmod o-r filename
Revoke write access from all,chmod o-w filename_or_directory
Add all permissions to user only,chmod -R u+rwX,g-,o= /path/to/directory
Make setup.sh executable only by group,chmod g+x setup.sh
Allow only group to write to message.txt,chmod g+w,o-w /path/to/message.txt
Grant write to group on dev.env,chmod g+w /path/to/dev.env
Assign permission 640 to input.csv,chmod 640 input.csv
Grant read to user and others,chmod 644 filename
Change owner of result.csv to sam,sudo chown sam result.csv
Give sara ownership of /home/sara,sudo chown -R sara:sara /home/sara
